Title,Author,URL,Description,Subject
"Applied Statistics and Probability for Engineers, 6ed, ISV",Disha Experts,,,
Introduction to Time Series and Forecasting (Springer Texts in Statistics),DK,,,
Fermats Last Theorem,Paperback,,,
M.sc. Zoology,Nick Lane,,,
Unproblem JEE Mechanics 1 JEE Mains & Advanced,Frank Herbert,,,
Modern Methods Of Organic Synthesis South Asia Edition,R.K. Rajput,,,
Cambridge International AS & A Level Mathematics: Pure Mathematics 2 & 3 Coursebook,Dave Hayward,,,
Basic Laws of Electromagnetism,Albert Einstein,,,
HPM02 | TeachingNest | Human Muscles Chart 70x100 cm | English & Hindi Combined | Human Physiology Chart | Laminated | Wall Sticking [Wall Chart] teachingnest and Human Physiology Charts,Audio CD,,,
Vibrations And Waves (Pb 2003) (The M.I.T. Introductory Physics Series),"Audio, Cassette",,,
Pale Blue Dot,Amit Goswami,,,
Helgoland,Vishram Singh,,,
Solid State Physics And Electronics,Ian Stewart,,,
Problem-Solving Strategies (Problem Books in Mathematics),Richard Dawkins,,,
Disha 120 JEE Main Physics Online (2022 - 2012) & Offline (2018 - 2002) Chapter-wise + Topic-wise Previous Year Solved Papers 6th Edition | NCERT ... Question Bank with 100% Detailed Solutions [Paperback] Disha Publication,Paperback,,,
Analysis On Manifolds,Audio CD,,,
TEXTBOOK OF PHARMACEUTICAL INORGANIC CHEMISTRY THEORY AND PRACTICAL (PB 2019),Thibault Damour,,,
"Princeton Review AP Biology Premium Prep, 26th Edition: 6 Practice Tests + Complete Content Review + Strategies & Techniques (2024) (College Test Preparation)",Ananda Banerjee,,,
"Road To Reality, The: A Complete Guide to the Laws of the Universe",Leonard Mlodinow,,,
"A Friendly Introduction to Number Theory, 4e",Stephen Hawking,,,
Data Science: A Beginner’s Guid: A Beginner's Guide,Hardcover,,,
Statistics,Preloaded Digital Audio Player,,,
Thermodynamics,"Audio, Cassette",,,
"Princeton Review Ap Calculus Ab Premium Prep, 2023: 8 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)",Ed Winters,,,
Wild Himalaya: A Natural History of theGreatest Mountain Range on Earth,Hardcover,,,
Unproblem JEE Electrostatics & Current Electricity JEE Mains & Advanced,Peter Forbes,,,
"ANALYSIS I, 4TH EDITION: 1 (Texts and Reading in Mathematics)",John Von Neumann,,,
The Everything Answer Book,Louis A Del Monte,,,
Plant Anatomy,Jo Boaler,,,
"INTRODUCTORY METHODS OF NUMERICAL ANALYSIS, 5TH EDN",B. D. Singh,,,
The Art of Problem Solving in Physics Volume 1 (English),Frank Wilczek,,,
Understanding Physics JEE Main and Advanced Mechanics Volume 2,Carl Sagan,,,
"Introductory Combinatorics, 5e",Ann Druyan,,,
MTG 35 Years NEET Previous Year Solved Question Papers with NEET Chapterwise Topicwise Solutions - Physics For NEET Exam 2023 MTG Editorial Board,MP3 CD,,,
Size,Charles Darwin,,,
Textbook Of Intermediate First Year [ Geography ] - Fundamentals Of Physical Geography,Chanda Prescod-Weinstein,,,
Life on the Edge: The Coming of Age of Quantum Biology,Paperback,,,
New Pattern JEE Problems Physics for JEE Main & Advanced,Chris North,,,
Mathematical Analysis,Marc Peter Deisenroth,,,
IIT JAM Physics Solved Papers (2022-2005) and 3 Practice Sets (Old Edition),A. Aldo Faisal,,,
"A Textbook Of Organic Chemistry(english, Paperback, Arun Bahl)",Pranav Kumar,,,
"Disha 120 JEE Main Chemistry Online (2022 - 2012) & Offline (2018 - 2002) Chapter-wise + Topic-wise Previous Years Solved Papers 6th Edition | NCERT ... Question Bank with 100% Detailed Solutions [Paperback] Experts, Disha",Anders Hald,,,
Objective Physics Volume 2 For Engineering Entrances,Loose Leaf,,,
44 Years' Chapterwise Topicwise SOLVED PAPERS 2023-1979 IIT JEE (Jee Main & Advanced) Physics,Ben Miller,,,
Visual Differential Geometry and Forms: A Mathematical Drama in Five Acts,Stephen Garrett,,,
Unproblem JEE Organic Chemistry 1 JEE Mains & Advanced,K. L. Kapoor,,,
44 Years' Chapterwise Topicwise SOLVED PAPERS 2023-1979 IIT JEE (Jee Main & Advanced) Mathematics,Philip Ball,,,
Problems In CALCULUS OF ONE VARIABLE [Paperback] I.A. Maron,Audio CD,,,
The Origin of Species: By Means of Natural Selection (General Press),Richard O. Prum,,,
SEED TECHNOLOGY,Hardcover,,,
The Evolution of Everything: How Small Changes Transform Our World,Liam Drew,,,
"Cambridge International AS & A-Level Mathematics Probability and Statistics 1 Coursebook: Probability & Statistics 1 Coursebook (Cambridge Assessment International Education, 5)",Hardcover,,,
"Astronomy For Beginners: The Introduction Guide To Space, Cosmos, Galaxies And Celestial Bodies",Ludwig Wittgenstein,,,
27.03.5 Chemistry (msc Entrance Exam),Kenneth S. Krane,,,
"CSIR NET Inorganic Chemistry Practice Question Book - Inorganic Chemistry Previous Year Questions Bank for CSIR NET Chemical Science and GATE Chemistry - Best Inorganic Chemistry Concept Check Book for CSIR UGC NET, GATE & SET Exams",Sri Bharati Krisna Tirthaji,,,
"Calculus, 10ed, ISV | IM | BS | e",George N. Agrios,,,
NEW SARP SERIES FOR NEET/INI-CET REVISE ANATOMY IN 15 DAYS 5ED (PB 2023),Philip's Maps,,,
Principles of Clinical Genetics,Timothy Revell,,,
Problem In Mathematics With Hints And Solutions (2019-20),Hardcover,,,
Molecular Structure and Spectroscopy (second edition),Audio CD,,,
What Is Mathematics? 2/Ed,Margee Kerr,,,
DICTIONARY OF BIOLOGY 8E OQR:NCS PAPER (Oxford Quick Reference),Linda Rodriguez McRobbie,,,
Storm in a Teacup,Paperback,,,
"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies",Nathaniel Johnston,,,
"Inorganic Chemistry, 3e",A. Colin Cameron,,,
Numerical Physics class 12 with Chapter-wise Question Answers,Pravin K. Trivedi,,,
BLACK HOLES AND TIME WARPS – EINSTEIN'S OUTRAGEOUS LEGACY: 0 (Commonwealth Fund Book Program),Richard Dawkins,,,
ENTOMOLOGY REFRESHER,Isaac Asimov,,,
An Elementary Introduction To Mathematical Finance,Basudeb Bhattacharyya,,,
WE HAVE NO IDEA: A GUIDE TO THE UNKNOWN UNIVERSE,Peter V. O'Neil,,,
"Elementary Linear Algebra with Supplemental Applications, 11ed, ISV | IM | BS | e",C. Renée James,,,
Horizons: A Global History of Science,Majid Husain,,,
Essentials of Plant Breeding,Herbert Goldstein,,,
THEORETICAL MINIMUM,Shai Shalev-Shwartz,,,
The Art of Electronics,Shai Ben-David,,,
THE DIET MYTH,C.Stanley Ogilvy,,,
The Field: The Quest for the Secret Force of the Universe,Er. D. C. Gupta,,,
NUTRITION SCIENCE 7 EDITION,Leslie M. Hocking,,,
"Humble Math - 100 Days of Timed Tests: Addition and Subtraction: Ages 5-8, Math Drills, Digits 0-20, Reproducible Practice Problems",Kit Yates,,,
A Textbook on Fundamentals of Calculus,Hardcover,,,
Introduction To Special Relativity,R. Panneerselvam,,,
Lower Secondary Maths Student's Book: Stage 7 (Collins Cambridge Lower Secondary Maths),Lynn Arthur Steen,,,
Elementary Mathematics Selected Topics And Problem Solving (Pb 2000),Robert Lanza,,,
Abstract Algebra Group Theory for B.A. / B.Sc Students,Bob Berman,,,
Post Graduate Entrance Examination Botany,MP3 CD,,,
"Princeton Review AP Biology Prep, 2023: 3 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation)",Satya Prakash,,,
Introduction to Classical Mechanics With Problems and Solutions,Bendix Carstensen,,,
Biostatistics,Oliver Pretzel,,,
Quantum Mechanics : Concepts and Applications,Michele Emmer,,,
Language of Chemistry,Loring W. Tu,,,
A Problem Book in Physics for IIT JEE (Old Edition),MP3 CD,,,
Math Without Numbers,Conrad Wolfram,,,
Understanding Analysis (Undergraduate Texts in Mathematics),Ranjeet Shahi,,,
Textbook Of Biochemistry (4Th Edition),Stefano Mancuso,,,
21 Year Jee Main C/W T/W Mathematics (2023),Audio CD,,,
DOUBLE HELIX,Sourav Sahay,,,
COSMIC QUERIES,DK,,,
The Body Illustrated: A Guide for Occupants,Eric Topol,,,
"BIOLOGY: A GLOBAL APPROACH, GLOBAL EDITION, 12TH ED.",Henry Gray,,,
"GATE Mathematics Topic Wise Previous Year Question with solutions Book - 2005 to 2023 Sub-topic Wise Sorted PYQ Book, Helpful for GATE MA, CSIR NET, TIFR, NBHM Exams",Peter Watson,,,
"How Minds Change : The New Science of Belief, Opinion and Persuasion",Hai Hung Chiang,,,
Differential Geometry Of Manifolds,Ajoy Ghatak,,,
A Dictionary of Science (Oxford Quick Reference),Peter Dayan,,,
Mathematics Class 9 CBSE Question Bank for 2024 Exam by Master Mind,Silvanus P Thompson,,,
Master the NCERT for NEET and JEE Physics Vol 1,Dr. Stuart Farrimond,,,
ACCURATE BOARD PAPERS MISSION 2024 CHEMISTRY BY S.B. CHHABRA CLASS XII P.S.E.B,New Scientist,,,
Finding the Mother Tree: Uncovering the Wisdom and Intelligence of the Forest,Stephen Hawking,,,
Mathematical Modelling,Hardcover,,,
FUNDAMENTALS OF GEOGRAPHICAL THOUGHT,Audio CD,,,
A Brief History of Time: And Other Essays,Brian Clegg,,,
"Textbook of Anatomy: Upper Limb and Thorax, Vol 1, 3rd Updated Edition",John Read,,,
Maths Dictionary (DKYR) [Paperback] Carol Vorderman,Brian Clegg,,,
Economic Geology Economic Mineral Deposits 2Ed (Pb 2019),Oliver Pugh,,,
QUANTUM,Bertrand Russell,,,
"CSIR NET Mathematics Linear Algebra Theory Book With Practice Questions for CSIR UGC NET, GATE, SET, NBHM & TIFR Entrance Exam",Jay Cummings,,,
The Genetics of Cognitive Neuroscience,Lawrence C. Washington,,,
GRB A Textbook of Physical Chemistry Vol. 1 for JEE (Main & Advanced) and All Other Competitive Entrance Examinations [Paperback] Dr. O.P. Tandon and Dr. A.S. Singh,Nicklas Brendborg,,,
PGT Guide Physics Recruitment Examination(Old Edition),Audio CD,,,
Mechanics Of Materials 2Ed (Pb 2004),John Gribbin,,,
"Statistics for Business & Economics, 13E",Philip Nelson,,,
Master the NCERT for NEET and JEE Physics Vol 2,Leslie Kean,,,
A Life on Our Planet: My Witness Statement and a Vision for the Future,Audio CD,,,
Handbook of Agriculture: Facts and Figures for Farmers Students and All Interested in Farming 6th edn,Tracy Ward,,,
Fundamental Laws Of Mechanics (Old Edition),Li-ling Ooi,,,
BD CHAURASIAS HUMAN ANATOMY 8ED VOL 2 REGIONAL AND APPLIED DISSECTION AND CLINICAL LOWER LIMB ABDOMEN AND PELVIS (PB 2020),Abhay Kumar Singh,,,
The Human Body Book (DK Human Body Guides),Gerard J. Tortora,,,
B.Sc. Agriculture Entrance Exam 2022,Julian Jaynes,,,
A Text Book Of Calculus,J. E. Gordon,,,
Superpowers On The Shore,Matthieu Ricard,,,
Cambridge IGCSE® Mathematics Core and Extended Workbook,Richard P. Stanley,,,
Transforms and Partial Differential Equations | Sixth Edition| For Anna University | By Pearson,Ronald Gautreau,,,
Geology for Competitive Examinations,Allen Hatcher,,,
NCERT Workbook Physics Volume 1 Class 11,Raisinghania M.D.,,,
Quantum Mechanics: 500 Problems With Solutions,Nate Silver,,,
Trigonometry,Jim Al-Khalili,,,
"Organic Chemistry, 9e",Madhav Gadgil,,,
Mathematics: Core Topics HL (Mathematics for the International Student),Ramachandra Guha,,,
The Skeptics' Guide to the Universe: How To Know What's Really Real in a World Increasingly Full of Fake,Rachel Newcombe,,,
All of Statistics: A Concise Course in Statistical Inference (Springer Texts in Statistics),Behrouz A. Forouzan,,,
MTG 35 Years NEET Previous Year Solved Question Papers with NEET Chapterwise Topicwise Solutions - Chemistry For NEET Exam 2023 MTG Editorial Board,Puzzle Therapist,,,
Animal Behaviour (ethology),Chad Orzel,,,
Course Book: Physics Course Companion (Oxford Resources for IB DP Physics),Audio CD,,,
Objective Chemistry Chapter-wise MCQs for NTA JEE Main/ BITSAT/ NEET/ AIIMS 3rd Edition [Paperback] Disha Experts,Jeff Hawkins,,,
The Astronomy Book: Big Ideas Simply Explained,Sandra Blakeslee,,,
Problems In CALCULUS OF ONE VARIABLE,William Ma,,,
ESSENTIALS OF ORAL BIOLOGY 2ED (PB 2019),Michael Brooks,,,
"MTG NEET Champion Chemistry Book Latest Revised Edition 2023 - NCERT Based Chapterwise Topicwise Segregation of MCQs, Concise Theory & 5000+ Topicwise ... From Last 10 years Medical Entrance Exam MTG Editorial Board",Larry Gonick,,,
A School Geometry (2019-20),Ludwig Wittgenstein,,,
Higher Algebra Bernald & Child (Old Edition),Hugh Henderson,,,
General Relativity: The Theoretical Minimum,Kerson Huang,,,
AICTE Recommended| University chemistry| By Pearson,Judea Pearl,,,
"TEXTBOOK OF ANIMAL HUSBANDRY, 8TH EDN",Nikola Tesla,,,
THE VITAL QUESTION,Hardcover,,,
Fundamentals of Applied Statistics,Albert Einstein,,,
"THE GREAT DUNE TRILOGY: DUNE, DUNE MESSIAH, CHILDREN OF DUNE (LEATHER-BOUND HARDBACK): The stunning collector’s edition of Dune, Dune Messiah and Children of Dune (GOLLANCZ S.F.)",Arthur A. Sagle,,,
Thermal Engineering,Ralph E. Walde,,,
Schaums Series Vector Analysis,S. Kesavan,,,
Non - Life Insurance Mathematics: An Introductionwith Stochastic Processes,Lewis Dartnell,,,
Cambridge IGCSE (TM) Biology Study and Revision Guide Third Edition,Hardcover,,,
Relativity The Special and General Theory,Mick Conefrey,,,
Handbook of General Anatomy,Hardcover,,,
Handbook Of Physics (Pb),Audio CD,,,
"Cell Biology, Genetics, Evolution & Ecology (multicolor Edition): Evolution And Ecology",R.K. Prasad,,,
Physics of the Soul [Paperback] Amit Goswami,Lisa Randall,,,
"Thieme Dissector Abdomen and Lower Limb Volume 2 2nd Edition (Thieme Dissector, 2)",Hardcover,,,
The Concise Oxford Dictionary of Mathematics (Oxford Quick Reference),Audio CD,,,
Agricultural Marketing In India,Gareth James,,,
Calculas: v. 1,Daniela Witten,,,
Elements Of Electromagnetic Fields,DC Pandey,,,
SEVENTEEN EQUATIONS THAT CHANGED THE WORLD,Daniel Coyle,,,
Problems In Physics Mechanics JEE Main and Advanced,Hardcover,,,
ANATOMY PHYSIOLOGY AND HEALTH EDUCATION (PB 2021),Simon Singh,,,
Natural Way of Farming,David Salsburg,,,
Functions of One Complex Variable,Simon Winchester,,,
Euclid's Elements,Hardcover,,,
"Probably Overthinking It: How to Use Data to Answer Questions, Avoid Statistical Traps, and Make Better Decisions",Audio CD,,,
The Importance of Being Earnest,Alex Bellos,,,
The Greatest Show on Earth: The Evidence for Evolution,Norbert Wiener,,,
Solved Problems In Physics,Frank Werner,,,
"Physics, Vol 1, 5ed",Yuri N. Sotskov,,,
Wildlife Biology: An Indian Perspective,Steve Hendricks,,,
Mysteries of the Quantum Universe,Paperback,,,
CRACK THE CODE,Edward Frenkel,,,
Feynman Lectures on Computation,Audio CD,,,
"Ananthanarayan and Paniker's Textbook of Microbiology, Eleventh Edition",Ludwig Wittgenstein,,,
Common Birds of the Indian Subcontinent,Hardcover,,,
"Briefer History of Time, A",Eric Temple Bell,,,
This Is Vegan Propaganda: (And Other Lies the Meat Industry Tells You),Priya Ranganath,,,
Nutritional Biochemistry (Pb 2017),Hardcover,,,
The Gecko's Foot,Audio CD,,,
Danas Textbook Of Mineralogy 4E (Pb 2006),Navdeep Chandel,,,
Molecular Biology,David I. Spivak,,,
"Biostatistics For The Biological And Health Sciences, 2e",Charles Kovacs,,,
DIFFERENTIAL AND INTEGRAL CALCULUS VOLUME 1,Richard E. Meyer,,,
Theory of Games and Economic Behavior,Carl Sagan,,,
Introduction to Agriculture 6e,Stephen Hawking,,,
Principles Of Cancer Biology,W.G. Shackleton,,,
Mathematics: Applications And Interpretation SL (Mathematics for the International Student),Sir Isaac Newton,,,
Master The NCERT for NEET Physics - Vol.1 (Old Edition),Paul Halpern,,,
Nanoweapons: A Growing Threat to Humanity,Hardcover,,,
THE ELEPHANT IN THE CLASSROOM (REISSUE): Helping Children Learn and Love Maths,Audio CD,,,
Analytical Geometry 2D and 3D,S.M. Sze,,,
Cancer Biology,Hardcover,,,
Plant Breeding (12th Edition) and Fundamentals of Genetics (6th Edition),Martin E. Atkinson,,,
Industrial Microbiology,Drew Fudenberg,,,
Mechanics: Course of Theoretical Physics - Vol. 1,Jean Tirole,,,
Complex Analysis by Dr. H.K. Pathak | For M.Sc. Mathematics Students of all India Universities,George Gamow,,,
Introduction To Commutative Algebra,Chris Pearce,,,
Principles and Techniques in Combinatorics,Mary Roach,,,
A Beautiful Question: Finding Nature's Deep Design,Hardcover,,,
INTRODUCTION TO BIOSTATISTICS AND RESEARCH METHODS 5TH EDITION,Audio CD,,,
Shadows of Forgotten Ancestors: A Search for Who We Are,Kate Sheehy,,,
Self Assessment and Review of Anatomy,Geoffrey West,,,
Graph Theory,Er. D. C. Gupta,,,
PRACTICAL ANATOMY WORKBOOK 3/E 2022,Sabine Hossenfelder,,,
Molecular Biology of the Cell 5E: Reference Edition,Hardcover,,,
Differential Equations And Applications,Terence Tao,,,
PLANT TAXONOMY | 2nd Edition,Jerry R. Thomas,,,
On the Origin of Species (Master's Collections),DK,,,
"Engineering Statistics, 5ed, SI Version | IM | e",Richard Rennie,,,
ASTROPHYSICS FOR NON-MATHEMATICIANS : How to picture this universe at Bizarre spacetime curvatures,Jim Al-Khalili,,,
THE DISORDERED COSMOS,Bill Hammack,,,
Theory of Elasticity,Paperback,,,
Problems in Calculus (Including Solution Book) [Paperback] Sameer Bansal,Audio CD,,,
The Sky at Night: How to Read the Solar System: A Guide to the Stars and Planets,David Applebaum,,,
"A History of Mathematics, 3e",Henry Sanderson,,,
Chemistry in Daily Life: Third Edition,Audio CD,,,
Mathematics for Machine Learning,Richard P. Feynman,,,
Life Sciences: Fundamentals and Practice - I,Hardcover,,,
Vector Algebra,Audio CD,,,
A Textbook Of Matrices,Ivan Gratchev,,,
Textbook Of Anatomy & Physiology For Nurses With Free Practice Workbook,Richard P. Feynman,,,
